交易币对,买入时间,买入价格,买入数量,卖出时间,卖出价格,卖出数量,USDT Value,Fees,PnL,总资金,PnL Ratio,单笔收益率
XLM_USDT,2020-07-08 12:00:00+00:00,0.07793,23487.450395314943,2020-07-09 00:00:00+00:00,0.08682,23487.450395314943,1830.3770093068936,3.869557452628137,204.93,19008.11,1.08%,11.20%
XRP_USDT,2020-07-08 21:00:00+00:00,0.2056,8901.721651779975,2020-07-09 00:00:00+00:00,0.20264,8901.721651779975,1830.193971605963,3.6340388471226577,-29.98,18978.13,-0.16%,-1.64%
ETH_USDT,2020-07-22 22:00:00+00:00,262.48,7.26948003316817,2020-07-25 00:00:00+00:00,280.56,7.26948003316817,1908.0931191059815,3.9476184372116436,127.48,19105.61,0.67%,6.68%
ZEC_USDT,2020-07-22 23:00:00+00:00,64.28,29.681118696236325,2020-07-25 00:00:00+00:00,63.3,29.681118696236325,1907.902309794071,3.7867171232658308,-32.87,19072.74,-0.17%,-1.72%
XRP_USDT,2020-07-23 13:00:00+00:00,0.20885,9134.362075954472,2020-07-26 00:00:00+00:00,0.21445,9134.362075954472,1907.7115195630915,3.866575466751528,47.29,19120.02,0.25%,2.48%
BNB_USDT,2020-07-24 15:00:00+00:00,19.0403,100.18333473795768,2020-07-27 00:00:00+00:00,19.4107,100.18333473795768,1907.5207484111354,3.852149404009211,33.26,19153.28,0.17%,1.74%
LTC_USDT,2020-07-25 02:00:00+00:00,46.54,41.19408320994572,2020-07-28 00:00:00+00:00,53.57,41.19408320994572,1917.1726325908737,4.123939670147666,285.47,19438.75,1.47%,14.89%
ETH_USDT,2020-07-25 13:00:00+00:00,284.01,6.749695135127687,2020-07-28 00:00:00+00:00,324.77,6.749695135127687,1916.9809153276142,4.109079404363033,271.01,19709.76,1.37%,14.14%
ADA_USDT,2020-07-25 16:00:00+00:00,0.13667,14024.944883559532,2020-07-28 00:00:00+00:00,0.13764,14024.944883559532,1916.7892172360814,3.8471826310092156,9.76,19719.51,0.05%,0.51%
BCH_USDT,2020-07-25 16:00:00+00:00,247.69,7.737888240600582,2020-07-28 00:00:00+00:00,271.98,7.737888240600582,1916.5975383143582,4.021148381992905,183.93,19903.45,0.92%,9.60%
ZEC_USDT,2020-07-25 19:00:00+00:00,64.88,29.53769849815855,2020-07-28 00:00:00+00:00,71.34,29.53769849815855,1916.4058785605266,4.023625289419159,186.79,20090.24,0.93%,9.75%
ERD_USDT,2020-07-25 19:00:00+00:00,0.01772,108138.50101425906,2020-07-28 00:00:00+00:00,0.025689,108138.50101425906,1916.2142379726706,4.694184190527972,857.06,20947.30,4.09%,44.73%
EOS_USDT,2020-07-25 20:00:00+00:00,2.7345,700.6848113179277,2020-07-28 00:00:00+00:00,2.89,700.6848113179277,1916.0226165488734,3.941001721257684,105.02,21052.31,0.50%,5.48%
XRP_USDT,2020-07-26 02:00:00+00:00,0.21919,8762.947080866072,2020-07-29 00:00:00+00:00,0.23045,8762.947080866072,1920.7503706550342,3.94017152544062,94.73,21147.04,0.45%,4.93%
ETC_USDT,2020-07-26 07:00:00+00:00,6.7817,273.74645381894635,2020-07-29 00:00:00+00:00,7.1558,273.74645381894635,1856.4663258639484,3.8153412001013374,98.59,21245.64,0.46%,5.31%
NEO_USDT,2020-07-28 00:00:00+00:00,11.967,176.74669435764088,2020-07-31 00:00:00+00:00,11.774,176.74669435764088,2115.1276913778884,4.196143270744752,-38.31,21207.33,-0.18%,-1.81%
ZEC_USDT,2020-07-28 01:00:00+00:00,72.23,29.27444574999572,2020-07-31 00:00:00+00:00,72.68,29.27444574999572,2114.4932165221912,4.24215993363188,8.93,21216.26,0.04%,0.42%
BNB_USDT,2020-07-28 01:00:00+00:00,20.4595,103.37086334508425,2020-07-31 00:00:00+00:00,20.149,103.37086334508425,2114.916178608751,4.197735704148853,-36.29,21179.96,-0.17%,-1.72%
BCH_USDT,2020-07-28 01:00:00+00:00,272.33,7.765228535199536,2020-07-31 00:00:00+00:00,292.84,7.765228535199536,2114.7046869908895,4.388674211238722,154.88,21334.84,0.73%,7.32%
EOS_USDT,2020-07-28 14:00:00+00:00,2.9387,719.4615875048621,2020-07-31 00:00:00+00:00,3.0641,719.4615875048621,2114.281767200538,4.3187840174741865,85.90,21420.74,0.40%,4.06%
LTC_USDT,2020-07-28 16:00:00+00:00,56.37,37.5034653011144,2020-07-31 00:00:00+00:00,56.73,37.5034653011144,2114.0703390238186,4.2416419255560385,9.26,21430.00,0.04%,0.44%
TRX_USDT,2020-07-28 20:00:00+00:00,0.0194,108961.80061803693,2020-07-31 00:00:00+00:00,0.01926,108961.80061803693,2113.8589319899165,4.212463211893306,-19.47,21410.54,-0.09%,-0.92%
XRP_USDT,2020-07-29 01:00:00+00:00,0.23911,8923.526571669434,2020-08-01 00:00:00+00:00,0.25633,8923.526571669434,2133.7044385518784,4.421072004667904,149.24,21559.78,0.69%,6.99%
ETC_USDT,2020-07-29 03:00:00+00:00,7.5292,283.36225204643563,2020-08-01 00:00:00+00:00,7.3247,283.36225204643563,2133.4910681080232,4.209034555672551,-62.16,21497.62,-0.29%,-2.91%
ETH_USDT,2020-07-30 19:00:00+00:00,333.25,6.4014335153824815,2020-08-02 00:00:00+00:00,388.07,6.4014335153824815,2133.277719001212,4.6174820233156915,346.31,21843.93,1.59%,16.23%
BNB_USDT,2020-07-31 05:00:00+00:00,20.545,104.69868295979504,2020-08-03 00:00:00+00:00,21.1091,104.69868295979504,2151.034441408989,4.361129409875598,54.70,21898.63,0.25%,2.54%
LTC_USDT,2020-07-31 13:00:00+00:00,57.68,37.288823473731775,2020-08-03 00:00:00+00:00,57.31,37.288823473731775,2150.8193379648487,4.287841811244418,-18.08,21880.54,-0.08%,-0.84%
BCH_USDT,2020-07-31 15:00:00+00:00,301.57,7.131360069075347,2020-08-03 00:00:00+00:00,287.72,7.131360069075347,2150.6042560310525,4.202439175105412,-102.97,21777.57,-0.47%,-4.79%
XMR_USDT,2020-07-31 16:00:00+00:00,83.23,25.836707865018013,2020-08-03 00:00:00+00:00,85.86,25.836707865018013,2150.3891956054495,4.3687289328958965,63.58,21841.15,0.29%,2.96%
ZEC_USDT,2020-07-31 20:00:00+00:00,74.06,29.032867360057917,2020-08-03 00:00:00+00:00,83.95,29.032867360057917,2150.1741566858896,4.587483371562751,282.55,22123.70,1.28%,13.14%
NEO_USDT,2020-07-31 21:00:00+00:00,12.069,178.13896257106805,2020-08-03 00:00:00+00:00,12.33,178.13896257106805,2149.9591392702205,4.346412547771489,42.15,22165.85,0.19%,1.96%
XRP_USDT,2020-08-01 02:00:00+00:00,0.2586,8348.33490701079,2020-08-04 00:00:00+00:00,0.31698,8348.33490701079,2158.8794069529904,4.805134605777271,482.57,22648.42,2.13%,22.35%
EOS_USDT,2020-08-01 03:00:00+00:00,3.1804,678.7396299246305,2020-08-04 00:00:00+00:00,3.088,678.7396299246305,2158.663519012295,4.254611496219555,-66.97,22581.45,-0.30%,-3.10%
DASH_USDT,2020-08-01 03:00:00+00:00,84.3,25.17607600219021,2020-08-04 00:00:00+00:00,88.98,25.17607600219021,2122.343206984635,4.362510449659509,113.46,22694.91,0.50%,5.35%
XLM_USDT,2020-08-02 00:00:00+00:00,0.11382,19267.93222628732,2020-08-05 00:00:00+00:00,0.11003,19267.93222628732,2193.076045996023,4.313126628854417,-77.34,22617.57,-0.34%,-3.53%
BNB_USDT,2020-08-03 11:00:00+00:00,22.4052,99.36706891130368,2020-08-06 00:00:00+00:00,23.1861,99.36706891130368,2226.339052371541,4.53027384885592,73.07,22690.64,0.32%,3.28%
LINK_USDT,2020-08-03 23:00:00+00:00,9.2502,240.6560310551452,2020-08-06 00:00:00+00:00,9.6226,240.6560310551452,2226.116418466304,4.541853142897544,85.08,22775.72,0.37%,3.82%
QTUM_USDT,2020-08-04 00:00:00+00:00,2.794,815.9057354932661,2020-08-07 00:00:00+00:00,2.751,815.9057354932661,2279.6406249681854,4.52419730331016,-39.61,22736.11,-0.17%,-1.74%
ZEC_USDT,2020-08-05 17:00:00+00:00,94.95,23.92731026365076,2020-08-08 00:00:00+00:00,93.87,23.92731026365076,2271.89810953364,4.5179547239825375,-30.36,22705.75,-0.13%,-1.34%
DASH_USDT,2020-08-06 11:00:00+00:00,97.12,23.55776933256149,2020-08-09 00:00:00+00:00,98.3,23.55776933256149,2287.9305575783724,4.603659282969168,23.19,22728.94,0.10%,1.01%
XTZ_USDT,2020-08-06 16:00:00+00:00,3.3586,681.1474318235618,2020-08-09 00:00:00+00:00,3.3229,681.1474318235618,2287.7017645226147,4.551086565729129,-28.87,22700.08,-0.13%,-1.26%
BAND_USDT,2020-08-06 19:00:00+00:00,8.2676,276.6792048897095,2020-08-09 00:00:00+00:00,10.4472,276.6792048897095,2287.4729943461625,5.177995983669936,597.87,23297.95,2.57%,26.14%
KAVA_USDT,2020-08-06 20:00:00+00:00,3.6203,631.7830696480203,2020-08-09 00:00:00+00:00,4.0374,631.7830696480203,2287.2442470467277,4.838005212443645,258.68,23556.63,1.10%,11.31%
LINK_USDT,2020-08-06 23:00:00+00:00,10.2343,223.46574974566147,2020-08-09 00:00:00+00:00,12.3292,223.46574974566147,2287.015522622023,5.042169444386232,463.10,24019.72,1.93%,20.25%
ZIL_USDT,2020-08-08 05:00:00+00:00,0.02306,98883.14031090142,2020-08-11 00:00:00+00:00,0.02446,98883.14031090142,2280.245215569387,4.698926827574034,133.74,24153.46,0.55%,5.87%
LEND_USDT,2020-08-08 08:00:00+00:00,0.40526,5626.060284873488,2020-08-11 00:00:00+00:00,0.39522,5626.060284873488,2280.01719104783,4.50354873683553,-60.99,24092.47,-0.25%,-2.67%
ALGO_USDT,2020-08-08 12:00:00+00:00,0.4005,5692.357526413794,2020-08-11 00:00:00+00:00,0.4816,5692.357526413794,2279.7891893287247,5.021228574049608,456.63,24549.10,1.86%,20.03%
VET_USDT,2020-08-08 17:00:00+00:00,0.020494,111230.66314090916,2020-08-11 00:00:00+00:00,0.021241,111230.66314090916,2279.5612104097922,4.6422117261858435,78.45,24627.55,0.32%,3.44%
ATOM_USDT,2020-08-09 02:00:00+00:00,4.433,544.0727116726988,2020-08-12 00:00:00+00:00,4.899,544.0727116726988,2411.8743308450735,5.077286545329626,248.46,24876.01,1.00%,10.30%
XTZ_USDT,2020-08-09 08:00:00+00:00,3.4971,689.60943164679,2020-08-12 00:00:00+00:00,3.8418,689.60943164679,2411.6331434119893,5.060974657912627,232.65,25108.66,0.93%,9.65%
BAND_USDT,2020-08-09 10:00:00+00:00,13.5954,177.36822602480606,2020-08-12 00:00:00+00:00,11.9601,177.36822602480606,2411.3919800976482,4.532733700176932,-294.58,24814.07,-1.19%,-12.22%
LINK_USDT,2020-08-09 16:00:00+00:00,13.9398,172.96882601612927,2020-08-12 00:00:00+00:00,12.8247,172.96882601612927,2411.1508408996388,4.629424143908691,-197.51,24616.57,-0.80%,-8.19%
KAVA_USDT,2020-08-09 23:00:00+00:00,4.649,518.5867338815979,2020-08-12 00:00:00+00:00,3.9355,518.5867338815979,2410.9097258155484,4.451807817006577,-374.46,24242.10,-1.54%,-15.53%
ONT_USDT,2020-08-10 00:00:00+00:00,0.8308,2901.623296633326,2020-08-13 00:00:00+00:00,0.822,2901.623296633326,2410.668634842967,4.795802984675562,-30.33,24211.77,-0.13%,-1.26%
ZIL_USDT,2020-08-11 11:00:00+00:00,0.02824,87539.72956327934,2020-08-14 00:00:00+00:00,0.02504,87539.72956327934,2472.1219628670087,4.664116791131523,-284.79,23926.98,-1.19%,-11.52%
LEND_USDT,2020-08-12 01:00:00+00:00,0.42319,5752.820024589099,2020-08-15 00:00:00+00:00,0.44482,5752.820024589099,2434.535906205861,4.993505309543584,119.44,24046.42,0.50%,4.91%
LINK_USDT,2020-08-12 13:00:00+00:00,14.7694,164.81999625003323,2020-08-15 00:00:00+00:00,16.7925,164.81999625003323,2434.2924526152406,5.202032239643924,328.25,24374.67,1.35%,13.48%
XTZ_USDT,2020-08-12 15:00:00+00:00,4.4477,547.2601621894415,2020-08-15 00:00:00+00:00,4.0036,547.2601621894415,2434.0490233699793,4.625059808711628,-247.66,24127.00,-1.03%,-10.17%
ATOM_USDT,2020-08-12 19:00:00+00:00,5.893,412.9994261781168,2020-08-15 00:00:00+00:00,6.041,412.9994261781168,2433.805618467642,4.928735152009645,56.20,24183.20,0.23%,2.31%
ALGO_USDT,2020-08-12 20:00:00+00:00,0.4942,4924.245726235928,2020-08-15 00:00:00+00:00,0.6264,4924.245726235928,2433.5622379057954,5.51810976081998,645.47,24828.66,2.60%,26.52%
TRX_USDT,2020-08-13 16:00:00+00:00,0.02163,112368.3282360603,2020-08-16 00:00:00+00:00,0.0248,112368.3282360603,2430.5269397459842,5.21726148000028,350.99,25179.66,1.39%,14.44%
ETH_USDT,2020-08-13 21:00:00+00:00,418.67,5.804771985219884,2020-08-16 00:00:00+00:00,426.95,5.804771985219884,2430.283887052009,4.908631286141638,43.15,25222.81,0.17%,1.78%
WAVES_USDT,2020-08-14 08:00:00+00:00,3.8422,625.1129419916268,2020-08-17 00:00:00+00:00,4.1181,625.1129419916268,2401.8089457202286,4.976086552135947,167.49,25390.30,0.66%,6.97%
LEND_USDT,2020-08-15 04:00:00+00:00,0.48,5193.65463433836,2020-08-18 00:00:00+00:00,0.59131,5193.65463433836,2492.9542244824124,5.564014146313028,572.54,25962.84,2.21%,22.97%
QTUM_USDT,2020-08-15 05:00:00+00:00,3.181,783.544689898478,2020-08-18 00:00:00+00:00,3.458,783.544689898478,2492.455658567059,5.201953196235996,211.84,26174.68,0.81%,8.50%
BNB_USDT,2020-08-15 05:00:00+00:00,23.4939,106.10009104746186,2020-08-18 00:00:00+00:00,23.6428,106.10009104746186,2492.7049290599643,5.001208161676896,10.80,26185.48,0.04%,0.43%
LINK_USDT,2020-08-15 12:00:00+00:00,18.7406,132.98434484494635,2020-08-18 00:00:00+00:00,17.3281,132.98434484494635,2492.206413001202,4.796572438908917,-192.64,25992.84,-0.74%,-7.73%
EOS_USDT,2020-08-15 15:00:00+00:00,3.6469,683.3083419780914,2020-08-18 00:00:00+00:00,3.8109,683.3083419780914,2491.957192359902,5.095976952804211,106.97,26099.81,0.41%,4.29%
TRX_USDT,2020-08-16 03:00:00+00:00,0.02548,99356.69543568775,2020-08-19 00:00:00+00:00,0.02856,99356.69543568775,2531.608599701324,5.369235821344567,300.65,26400.46,1.14%,11.88%
KAVA_USDT,2020-08-16 05:00:00+00:00,5.1698,489.64281767986273,2020-08-19 00:00:00+00:00,4.4656,489.64281767986273,2531.3554388413545,4.71790440547255,-349.52,26050.94,-1.34%,-13.81%
ONT_USDT,2020-08-17 01:00:00+00:00,0.9153,2783.8869677770977,2020-08-20 00:00:00+00:00,0.7938,2783.8869677770977,2548.0917416063776,4.757941216627837,-343.00,25707.94,-1.33%,-13.46%
WAVES_USDT,2020-08-17 02:00:00+00:00,4.3135,590.665800957973,2020-08-20 00:00:00+00:00,3.9039,590.665800957973,2547.836932432217,4.853737152792048,-246.79,25461.15,-0.97%,-9.69%
ZRX_USDT,2020-08-17 07:00:00+00:00,0.6164,4133.001539161217,2020-08-20 00:00:00+00:00,0.5276,4133.001539161217,2547.582148738974,4.728153760800431,-371.74,25089.41,-1.48%,-14.59%
QTUM_USDT,2020-08-18 01:00:00+00:00,3.584,730.8940993236746,2020-08-21 00:00:00+00:00,4.282,730.8940993236746,2619.52445197605,5.749212985280025,504.41,25593.82,1.97%,19.26%
BAT_USDT,2020-08-18 01:00:00+00:00,0.3369,7774.599286229896,2020-08-21 00:00:00+00:00,0.3729,7774.599286229896,2619.262499530852,5.518410573365981,274.37,25868.19,1.06%,10.47%
LEND_USDT,2020-08-18 05:00:00+00:00,0.61175,4281.161541938535,2020-08-21 00:00:00+00:00,0.63581,4281.161541938535,2619.000573280899,5.341005893260839,97.66,25965.85,0.38%,3.73%
OMG_USDT,2020-08-19 13:00:00+00:00,3.3236,786.6041252190155,2020-08-22 00:00:00+00:00,5.3572,786.6041252190155,2614.3574705779197,6.8283530902012295,1592.81,27558.66,5.78%,60.93%
ONT_USDT,2020-08-21 02:00:00+00:00,0.9528,2736.017100573392,2020-08-24 00:00:00+00:00,0.8735,2736.017100573392,2606.8770934263275,4.996788030777186,-221.96,27336.70,-0.81%,-8.51%
QTUM_USDT,2020-08-21 02:00:00+00:00,5.442,479.0771420814128,2020-08-24 00:00:00+00:00,3.955,479.0771420814128,2607.1378072070484,4.501887904139037,-716.89,26619.81,-2.69%,-27.50%
BAT_USDT,2020-08-21 03:00:00+00:00,0.383,6805.786960096566,2020-08-24 00:00:00+00:00,0.4141,6805.786960096566,2606.616405716985,5.424892785892974,206.24,26826.04,0.77%,7.91%
ATOM_USDT,2020-08-23 01:00:00+00:00,6.808,406.2717625468552,2020-08-26 00:00:00+00:00,8.353,406.2717625468552,2765.89815941899,6.159486191972872,621.53,27447.58,2.26%,22.47%
LEND_USDT,2020-08-25 00:00:00+00:00,0.76856,3504.1400628089536,2020-08-28 00:00:00+00:00,0.7593,3504.1400628089536,2693.1418866724493,5.353835436363288,-37.80,27409.77,-0.14%,-1.40%
NEO_USDT,2020-08-29 14:00:00+00:00,19.998,137.60332522956722,2020-09-01 00:00:00+00:00,20.564,137.60332522956722,2751.791297940885,5.581466077961705,72.30,27482.08,0.26%,2.63%
SNX_USDT,2020-08-31 00:00:00+00:00,7.21,381.62498180458965,2020-09-03 00:00:00+00:00,6.474,381.62498180458965,2751.5161188110915,5.222156251014005,-286.10,27195.98,-1.05%,-10.40%
ETH_USDT,2020-09-01 04:00:00+00:00,445.35,6.194557871178177,2020-09-03 00:00:00+00:00,444.27,6.194557871178177,2758.7463479292014,5.51080257335753,-12.20,27183.78,-0.04%,-0.44%
COMP_USDT,2020-09-01 06:00:00+00:00,265.81,10.377602322314468,2020-09-03 00:00:00+00:00,233.58,10.377602322314468,2758.4704732944087,5.182470823740623,-339.65,26844.12,-1.27%,-12.31%
TRX_USDT,2020-09-01 16:00:00+00:00,0.03258,84659.13524392509,2020-09-03 00:00:00+00:00,0.03602,84659.13524392509,2758.194626247079,5.807616677733261,285.42,27129.54,1.05%,10.35%
BNB_USDT,2020-09-01 18:00:00+00:00,24.0,114.91328361601892,2020-09-03 00:00:00+00:00,25.2713,114.91328361601892,2757.918806784454,5.661926871029954,140.43,27269.97,0.51%,5.09%
XMR_USDT,2020-10-09 13:00:00+00:00,114.62,23.885980171834635,2020-10-12 00:00:00+00:00,126.54,23.885980171834635,2737.811047295686,5.760342978239641,278.96,27548.93,1.01%,10.19%
BCH_USDT,2020-10-10 02:00:00+00:00,241.76,11.32336724930078,2020-10-13 00:00:00+00:00,239.26,11.32336724930078,2737.5372661909564,5.446766114258661,-33.76,27515.18,-0.12%,-1.23%
ADA_USDT,2020-10-10 03:00:00+00:00,0.10685,25617.81481014822,2020-10-13 00:00:00+00:00,0.11014,25617.81481014822,2737.263512464337,5.558809635654062,78.72,27593.90,0.29%,2.88%
XRP_USDT,2020-10-10 13:00:00+00:00,0.25862,10583.055394451669,2020-10-13 00:00:00+00:00,0.25521,10583.055394451669,2736.9897861130908,5.437891353331102,-41.53,27552.37,-0.15%,-1.52%
ZEC_USDT,2020-10-11 02:00:00+00:00,68.69,39.841550256725576,2020-10-14 00:00:00+00:00,70.98,39.841550256725576,2736.7160871344795,5.564669324356862,85.67,27638.05,0.31%,3.13%
ATOM_USDT,2020-10-11 11:00:00+00:00,5.827,469.6142810238144,2020-10-14 00:00:00+00:00,6.121,469.6142810238144,2736.4424155257666,5.610951429672535,132.46,27770.50,0.48%,4.84%
REN_USDT,2020-10-11 12:00:00+00:00,0.35594,7687.1629243249245,2020-10-14 00:00:00+00:00,0.34897,7687.1629243249245,2736.1687712842136,5.4187580169858816,-59.00,27711.50,-0.21%,-2.16%
XMR_USDT,2020-10-12 02:00:00+00:00,131.19,21.069174400326386,2020-10-15 00:00:00+00:00,127.76,21.069174400326386,2764.0649895788183,5.455862710964517,-77.72,27633.78,-0.28%,-2.81%
LTC_USDT,2020-10-12 13:00:00+00:00,51.03,54.16007413442798,2020-10-15 00:00:00+00:00,49.57,54.16007413442798,2763.78858307986,5.448503457923454,-84.52,27549.26,-0.31%,-3.06%
ETH_USDT,2020-10-12 22:00:00+00:00,392.56,7.039719289335521,2020-10-15 00:00:00+00:00,377.72,7.039719289335521,2763.512204221552,5.4225549741893655,-109.89,27439.37,-0.40%,-3.98%
ADA_USDT,2020-10-13 05:00:00+00:00,0.11367,24319.53270623725,2020-10-16 00:00:00+00:00,0.10596,24319.53270623725,2764.401282717988,5.341298968270888,-192.84,27246.52,-0.71%,-6.98%
BCH_USDT,2020-10-13 11:00:00+00:00,245.01,11.28168173784628,2020-10-16 00:00:00+00:00,261.62,11.28168173784628,2764.124842589717,5.71563841884506,181.67,27428.19,0.66%,6.57%
BNB_USDT,2020-10-16 00:00:00+00:00,31.6196,87.0862826597214,2020-10-19 00:00:00+00:00,30.3394,87.0862826597214,2753.633423187327,5.39577898731368,-116.88,27311.31,-0.43%,-4.24%
BCH_USDT,2020-10-16 01:00:00+00:00,265.0,10.390030414509466,2020-10-19 00:00:00+00:00,247.72,10.390030414509466,2753.3580598450085,5.327176394127294,-184.87,27126.44,-0.68%,-6.71%
WAVES_USDT,2020-10-16 13:00:00+00:00,2.7799,990.3531508468016,2020-10-19 00:00:00+00:00,2.9856,990.3531508468016,2753.0827240390236,5.709881091207235,198.01,27324.45,0.72%,7.19%
XLM_USDT,2020-10-17 03:00:00+00:00,0.08286,33222.39217676346,2020-10-20 00:00:00+00:00,0.0846,33222.39217676346,2752.8074157666206,5.56342179392081,52.24,27376.69,0.19%,1.90%
DATA_USDT,2020-10-19 04:00:00+00:00,0.05404,50758.3949787016,2020-10-22 00:00:00+00:00,0.04315,50758.3949787016,2742.9836646490344,4.933208407980008,-557.69,26819.00,-2.08%,-20.33%
PAX_USDT,2020-10-20 11:00:00+00:00,0.9997,2749.0337111968697,2020-10-23 00:00:00+00:00,0.9989,2749.0337111968697,2748.209001083511,5.494218775198064,-7.69,26811.31,-0.03%,-0.28%
TRX_USDT,2020-10-20 16:00:00+00:00,0.02621,104842.96757662731,2020-10-23 00:00:00+00:00,0.02695,104842.96757662731,2747.934180183402,5.573452156373509,72.01,26883.32,0.27%,2.62%
LTC_USDT,2020-10-21 13:00:00+00:00,52.38,52.45626931587216,2020-10-24 00:00:00+00:00,55.11,52.45626931587216,2747.659386765384,5.6385243887630985,137.57,27020.88,0.51%,5.01%
ETH_USDT,2020-10-21 16:00:00+00:00,396.13,6.935563125304087,2020-10-24 00:00:00+00:00,408.06,6.935563125304087,2747.384620826708,5.577510509738294,77.16,27098.05,0.28%,2.81%
BCH_USDT,2020-10-22 00:00:00+00:00,267.72,10.053843447476789,2020-10-25 00:00:00+00:00,274.58,10.053843447476789,2691.6149677584863,5.4521993015666625,63.52,27161.57,0.23%,2.36%
RSR_USDT,2020-10-22 02:00:00+00:00,0.01416,190066.7942275219,2020-10-25 00:00:00+00:00,0.01575,190066.7942275219,2691.34580626171,5.684897815345179,296.52,27458.09,1.08%,11.02%
XRP_USDT,2020-10-22 10:00:00+00:00,0.26105,10308.66374901775,2020-10-25 00:00:00+00:00,0.2558,10308.66374901775,2691.076671681084,5.3280328586798245,-59.45,27398.64,-0.22%,-2.21%
XLM_USDT,2020-10-22 15:00:00+00:00,0.08656,31086.03932548424,2020-10-25 00:00:00+00:00,0.08548,31086.03932548424,2690.8075640139155,5.348042205556309,-38.92,27359.72,-0.14%,-1.45%
LINK_USDT,2020-10-22 16:00:00+00:00,12.0061,224.09762397927005,2020-10-25 00:00:00+00:00,12.6837,224.09762397927005,2690.538483257514,5.532925516523382,146.32,27506.03,0.53%,5.44%
WAVES_USDT,2020-10-23 06:00:00+00:00,3.4061,791.8882985050155,2020-10-26 00:00:00+00:00,3.276,791.8882985050155,2697.2507335379332,5.291476799440364,-108.32,27397.72,-0.40%,-4.02%
LTC_USDT,2020-10-24 07:00:00+00:00,56.2,48.38084693429198,2020-10-27 00:00:00+00:00,57.3,48.38084693429198,2719.0035977072093,5.49122612704214,47.73,27445.44,0.17%,1.76%
RSR_USDT,2020-10-25 17:00:00+00:00,0.01668,165520.12572539345,2020-10-28 00:00:00+00:00,0.01496,165520.12572539345,2760.875697099563,5.237056777951449,-289.93,27155.51,-1.07%,-10.50%
DOT_USDT,2020-10-26 13:00:00+00:00,4.6255,594.5384758749783,2020-10-29 00:00:00+00:00,4.365,594.5384758749783,2750.037720159712,5.345198167353993,-160.22,26995.29,-0.59%,-5.83%
BNB_USDT,2020-10-27 13:00:00+00:00,32.0744,85.88804115735712,2020-10-30 00:00:00+00:00,30.047,85.88804115735712,2754.807387297535,5.335485359952644,-179.46,26815.83,-0.67%,-6.51%
LTC_USDT,2020-10-28 01:00:00+00:00,60.24,45.24925011331262,2020-10-31 00:00:00+00:00,54.8,45.24925011331262,2725.8148268259524,5.205473733035484,-251.36,26564.46,-0.95%,-9.22%
BCH_USDT,2020-10-28 12:00:00+00:00,278.6,9.782994419753305,2020-10-31 00:00:00+00:00,262.1,9.782994419753305,2725.5422453432707,5.289665082760612,-166.71,26397.76,-0.63%,-6.12%
ETH_USDT,2020-11-06 00:00:00+00:00,425.94,6.222917611605783,2020-11-09 00:00:00+00:00,456.7,6.222917611605783,2650.589527487367,5.492596000707728,185.92,26583.68,0.70%,7.01%
LTC_USDT,2020-11-06 00:00:00+00:00,60.94,43.49071986436853,2020-11-09 00:00:00+00:00,61.24,43.49071986436853,2650.324468534618,5.3136961530285465,7.73,26591.41,0.03%,0.29%
XRP_USDT,2020-11-07 01:00:00+00:00,0.2663,9951.406068673545,2020-11-10 00:00:00+00:00,0.24974,9951.406068673545,2650.059436087765,5.135323587678296,-169.93,26421.48,-0.64%,-6.41%
LINK_USDT,2020-11-07 02:00:00+00:00,13.1161,202.02609237076237,2020-11-10 00:00:00+00:00,12.5491,202.02609237076237,2649.794430144156,5.185040065914089,-119.73,26301.75,-0.46%,-4.52%
CVC_USDT,2020-11-09 00:00:00+00:00,0.07769,34359.9604718059,2020-11-12 00:00:00+00:00,0.08942,34359.9604718059,2669.4253290546,5.741892994443483,397.30,26699.05,1.49%,14.88%
YFI_USDT,2020-11-10 08:00:00+00:00,17400.0,0.1517656280261961,2020-11-13 00:00:00+00:00,15408.25,0.1517656280261961,2640.721927655812,4.97916466569045,-307.26,26391.79,-1.16%,-11.64%
SNX_USDT,2020-11-10 13:00:00+00:00,4.855,543.8636159553135,2020-11-13 00:00:00+00:00,3.812,543.8636159553135,2640.4578554630475,4.713665959484704,-571.96,25819.83,-2.22%,-21.66%
RSR_USDT,2020-11-10 17:00:00+00:00,0.01699,155396.92817407302,2020-11-13 00:00:00+00:00,0.01623,155396.92817407302,2640.193809677501,5.162285953942707,-123.26,25696.56,-0.48%,-4.67%
ETH_USDT,2020-11-11 16:00:00+00:00,470.16,5.614960418360842,2020-11-14 00:00:00+00:00,474.27,5.614960418360842,2639.9297902965336,5.302937067912529,17.77,25714.34,0.07%,0.67%
LTC_USDT,2020-11-13 12:00:00+00:00,65.1,39.6345061326924,2020-11-16 00:00:00+00:00,64.31,39.6345061326924,2580.206349238275,5.129101438631724,-36.44,25677.90,-0.14%,-1.41%
UNI_USDT,2020-11-13 13:00:00+00:00,3.46,745.6498059547257,2020-11-16 00:00:00+00:00,3.8412,745.6498059547257,2579.948328603351,5.444138363236644,278.80,25956.70,1.07%,10.81%
CRV_USDT,2020-11-13 23:00:00+00:00,0.684,3771.477096155688,2020-11-16 00:00:00+00:00,0.755,3771.477096155688,2579.6903337704907,5.427155541368035,262.35,26219.04,1.00%,10.17%
